"Row.names" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "#contig_id" "product_name" "kegg_entry" "kegg_definition" "kegg_module" "kegg_module_desc" "kegg_pathway" "kegg_pathway_desc" "pfam_access" "pfam_product_name" "pfam_desc" "tigrfam_access" "tigrfam_name" "tigrfam_product_name" "tigrfam_desc" "cog_access" "cog_name" "cog_function" "cog_category" "kog_access" "kog_name" "kog_function" "kog_category" "ublastp" "ublastp_desc" "tax_kingdom" "tax_phylum" "tax_class" "tax_order" "tax_family" "tax_genus" "tax_specie"
"254" "gene-VARPA_RS01305" 5752.47244860832 0.494429940487188 0.145406264445502 3.40033452047383 0.000673034594937881 0.0397486313716254 "NC_014931.1" "NULL" "NULL" "Zinc finger, CHCC-type" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG4391" "COG4391" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"264" "gene-VARPA_RS01355" 1453.97962265538 0.433254117208058 0.122058351594052 3.54956552787962 0.000385867417427104 0.0327389482053644 "NC_014931.1" "NULL" "NULL" "peptidase M48 Ste24p" "NULL" "NULL" "NULL" "NULL" "PF01435.17" "Peptidase_M48" "-" "NULL" "NULL" "NULL" "NULL" "COG4783" "COG4783" "Putative Zn-dependent protease, contains TPR repeats" "General function prediction only" "KOG2661" "KOG2661" "Peptidase family M48" "Posttranslational modification, protein turnover, chaperones" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"281" "gene-VARPA_RS01440" 1320.35684529529 0.512145326318059 0.152324182504562 3.36220630169949 0.000773223316351278 0.0405034544147835 "NC_014931.1" "XthA" "K01142" "exodeoxyribonuclease III" "NULL" "NULL" "ko03410" "Base excision repair" "PF03372.22" "Exo_endo_phos" "-" "NULL" "NULL" "NULL" "NULL" "COG0708" "XthA" "Exonuclease III" "DNA replication, recombination, and repair" "KOG1294" "KOG1294" "Apurinic/apyrimidinic endonuclease and related enzymes" "Replication, recombination and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"309" "gene-VARPA_RS01580" 28553.1549186879 -3.5414382854607 1.04750178443504 -3.38084224588766 0.000722640183653997 0.0405034544147835 "NC_014931.1" "ABC.SP.S" "K02055" "putative spermidine/putrescine transport system substrate-binding protein" "NULL" "NULL" "ko02024" "Quorum sensing" "PF13531.5" "SBP_bac_11" "-" "NULL" "NULL" "NULL" "NULL" "COG1840" "AfuA" "ABC-type Fe3+ transport system, periplasmic component" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"374" "gene-VARPA_RS01905" 3187.36170301322 -2.30755541859496 0.463658272763532 -4.97684513389848 6.46289885323893e-07 0.00129775008973038 "NC_014931.1" "NULL" "NULL" "Methyltransferase type 12" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"392" "gene-VARPA_RS01995" 4588.63798793765 0.79331682290361 0.217191750397255 3.65261029229974 0.000259588041168428 0.0254741848183825 "NC_014931.1" "ssb" "K03111" "single-strand DNA-binding protein" "NULL" "NULL" "ko03030==ko03430==ko03440" "DNA replication==Mismatch repair==Homologous recombination" "PF00436.24" "SSB" "-" "NULL" "NULL" "NULL" "NULL" "COG0629" "Ssb" "Single-stranded DNA-binding protein" "DNA replication, recombination, and repair" "KOG1653" "KOG1653" "Single-stranded DNA-binding protein" "Replication, recombination and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"612" "gene-VARPA_RS03125" 5240.92011228869 2.18792447545393 0.580958577389174 3.76605933814844 0.000165844392710694 0.0203887065650862 "NC_014931.1" "trpE" "K01657" "anthranilate synthase component I" "M00023" "Tryptophan biosynthesis, chorismate => tryptophan" "ko00400==ko00405==ko01100==ko01110==ko01230==ko02024==ko02025" "Phenylalanine, tyrosine and tryptophan biosynthesis==Phenazine biosynthesis==Metabolic pathways==Biosynthesis of secondary metabolites==Biosynthesis of amino acids==Quorum sensing==Biofilm formation - Pseudomonas aeruginosa" "PF04715.12" "Anth_synt_I_N" "-" "NULL" "NULL" "NULL" "NULL" "COG0147" "TrpE" "Anthranilate/para-aminobenzoate synthases component I" "Amino acid transport and metabolism / Coenzyme metabolism" "KOG1223" "KOG1223" "Isochorismate synthase" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"614" "gene-VARPA_RS03135" 3582.22922073667 2.03158619355848 0.547985890141072 3.70736953288245 0.00020942324591062 0.0229375569702832 "NC_014931.1" "trpG" "K01658" "anthranilate synthase component II" "M00023" "Tryptophan biosynthesis, chorismate => tryptophan" "ko00400==ko00405==ko01100==ko01110==ko01230==ko02024==ko02025" "Phenylalanine, tyrosine and tryptophan biosynthesis==Phenazine biosynthesis==Metabolic pathways==Biosynthesis of secondary metabolites==Biosynthesis of amino acids==Quorum sensing==Biofilm formation - Pseudomonas aeruginosa" "PF00117.27" "GATase" "-" "NULL" "NULL" "NULL" "NULL" "COG0512" "PabA" "Anthranilate/para-aminobenzoate synthases component II" "Amino acid transport and metabolism / Coenzyme metabolism" "KOG0026" "KOG0026" "Anthranilate synthase, beta chain" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"615" "gene-VARPA_RS03140" 4899.54834438484 2.16452076144937 0.556124214957315 3.89215341327209 9.93583813073288e-05 0.0184131703416775 "NC_014931.1" "ltaE" "K01620" "threonine aldolase" "NULL" "NULL" "ko00260==ko01100==ko01110==ko01120==ko01230" "Glycine, serine and threonine metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Biosynthesis of amino acids" "PF01212.20" "Beta_elim_lyase" "-" "NULL" "NULL" "NULL" "NULL" "COG2008" "GLY1" "Threonine aldolase" "Amino acid transport and metabolism" "KOG1368" "KOG1368" "Threonine aldolase" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"616" "gene-VARPA_RS03145" 1690.71487869534 1.9944666020533 0.523938423570982 3.80668130514213 0.000140844050227399 0.0189382813079496 "NC_014931.1" "NULL" "NULL" "Lysine exporter protein (LYSE/YGGA)" "NULL" "NULL" "NULL" "NULL" "PF01810.17" "LysE" "-" "NULL" "NULL" "NULL" "NULL" "COG1280" "RhtB" "Putative threonine efflux protein" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"617" "gene-VARPA_RS03150" 4870.49880832631 2.04899015703332 0.538417052444872 3.80558183981945 0.000141471224909982 0.0189382813079496 "NC_014931.1" "trpD" "K00766" "anthranilate phosphoribosyltransferase" "M00023" "Tryptophan biosynthesis, chorismate => tryptophan" "ko00400==ko01100==ko01110==ko01230" "Phenylalanine, tyrosine and tryptophan biosynthesis==Metabolic pathways==Biosynthesis of secondary metabolites==Biosynthesis of amino acids" "PF00591.20" "Glycos_transf_3" "-" "NULL" "NULL" "NULL" "NULL" "COG0547" "TrpD" "Anthranilate phosphoribosyltransferase" "Amino acid transport and metabolism" "KOG1438" "KOG1438" "Anthranilate phosphoribosyltransferase" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"618" "gene-VARPA_RS03155" 3947.61527453913 1.85954509535008 0.509456779674096 3.65005466516638 0.000262184505102874 0.0254741848183825 "NC_014931.1" "trpC" "K01609" "indole-3-glycerol phosphate synthase" "M00023" "Tryptophan biosynthesis, chorismate => tryptophan" "ko00400==ko01100==ko01110==ko01230" "Phenylalanine, tyrosine and tryptophan biosynthesis==Metabolic pathways==Biosynthesis of secondary metabolites==Biosynthesis of amino acids" "PF00218.20" "IGPS" "-" "NULL" "NULL" "NULL" "NULL" "COG0134" "TrpC" "Indole-3-glycerol phosphate synthase" "Amino acid transport and metabolism" "KOG4201" "KOG4201" "Anthranilate synthase component II" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"619" "gene-VARPA_RS03160" 2137.34979688857 1.9150446491825 0.475513934396739 4.02731552254514 5.64173010481525e-05 0.0184131703416775 "NC_014931.1" "UNG, UDG" "K03648" "uracil-DNA glycosylase" "NULL" "NULL" "ko03410==ko05340" "Base excision repair==Primary immunodeficiency" "PF03167.18" "UDG" "-" "NULL" "NULL" "NULL" "NULL" "COG0692" "Ung" "Uracil DNA glycosylase" "DNA replication, recombination, and repair" "KOG2994" "KOG2994" "Uracil DNA glycosylase" "Replication, recombination and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"620" "gene-VARPA_RS03180" 39509.6232561319 1.17576237665888 0.311327534564518 3.77660902465156 0.000158977988019121 0.0203762425495146 "NC_014931.1" "tuf, TUFM" "K02358" "elongation factor Tu" "NULL" "NULL" "ko04626" "Plant-pathogen interaction" "PF00009.26" "GTP_EFTU" "-" "NULL" "NULL" "NULL" "NULL" "COG0050" "TufB" "GTPases - translation elongation factors" "Translation, ribosomal structure and biogenesis" "KOG0460" "KOG0460" "Mitochondrial translation elongation factor Tu" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"692" "gene-VARPA_RS03560" 3515.20316476085 -0.430463719182196 0.109403581089431 -3.93464011777014 8.33214492171282e-05 0.0184131703416775 "NC_014931.1" "NULL" "NULL" "hyalin repeat-containing protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"707" "gene-VARPA_RS03635" 479.445986249802 0.381727550916518 0.111227350433576 3.43195760241076 0.000599241231876084 0.0379982019033845 "NC_014931.1" "NULL" "NULL" "alkyl hydroperoxide reductase/Thiol specific antioxidant/Mal allergen" "NULL" "NULL" "NULL" "NULL" "PF00578.20" "AhpC-TSA" "-" "NULL" "NULL" "NULL" "NULL" "COG0785" "CcdA" "Cytochrome c biogenesis protein" "Posttranslational modification, protein turnover, chaperones" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"734" "gene-VARPA_RS03770" 1077.19376909811 0.977281400607403 0.290507735540269 3.36404605126922 0.000768087257628424 0.0405034544147835 "NC_014931.1" "NULL" "NULL" "short-chain dehydrogenase/reductase SDR" "NULL" "NULL" "NULL" "NULL" "PF00106.24" "adh_short" "-" "NULL" "NULL" "NULL" "NULL" "COG1028" "FabG" "Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)" "Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only" "KOG0725" "KOG0725" "Reductases with broad range of substrate specificities" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"813" "gene-VARPA_RS04170" 6625.1148578331 0.657999331004819 0.198238126926779 3.31923702672925 0.000902637772409327 0.045604078223351 "NC_014931.1" "NULL" "NULL" "Protein of unknown function DUF2147" "NULL" "NULL" "NULL" "NULL" "PF09917.8" "DUF2147" "-" "NULL" "NULL" "NULL" "NULL" "COG4731" "COG4731" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"882" "gene-VARPA_RS04515" 3724.55405885327 0.799393400890006 0.237326801201347 3.36832332818494 0.000756268490631727 0.0405034544147835 "NC_014931.1" "cysK" "K01738" "cysteine synthase" "M00021" "Cysteine biosynthesis, serine => cysteine" "ko00270==ko00920==ko01100==ko01110==ko01120==ko01200==ko01230" "Cysteine and methionine metabolism==Sulfur metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism==Biosynthesis of amino acids" "PF00291.24" "PALP" "-" "NULL" "NULL" "NULL" "NULL" "COG0031" "CysK" "Cysteine synthase" "Amino acid transport and metabolism" "KOG1252" "KOG1252" "Cystathionine beta-synthase and related enzymes" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"885" "gene-VARPA_RS04530" 338.710613378252 0.660045150973189 0.195375782735331 3.37833656624336 0.00072925766203835 0.0405034544147835 "NC_014931.1" "slyA" "K06075" "MarR family transcriptional regulator, transcriptional regulator for hemolysin" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG1846" "MarR" "Transcriptional regulators" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"989" "gene-VARPA_RS05075" 1183.66056878272 0.396901283890511 0.11454441634757 3.4650426144402 0.000530147466414533 0.0375718627962488 "NC_014931.1" "NULL" "NULL" "cytochrome c assembly protein" "NULL" "NULL" "NULL" "NULL" "PF01578.19" "Cytochrom_C_asm" "-" "NULL" "NULL" "NULL" "NULL" "COG4137" "COG4137" "ABC-type uncharacterized transport system, permease component" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"990" "gene-VARPA_RS05080" 3024.11467649768 0.614228170677611 0.160228050645665 3.83346216971671 0.000126352240061732 0.0185645340032165 "NC_014931.1" "SRP54, ffh" "K03106" "signal recognition particle subunit SRP54" "NULL" "NULL" "ko02024==ko03060==ko03070" "Quorum sensing==Protein export==Bacterial secretion system" "PF00448.21" "SRP54" "-" "NULL" "NULL" "NULL" "NULL" "COG0541" "Ffh" "Signal recognition particle GTPase" "Intracellular trafficking and secretion" "KOG0780" "KOG0780" "Signal recognition particle, subunit Srp54" "Intracellular trafficking, secretion, and vesicular transport" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1242" "gene-VARPA_RS06385" 22193.7371172515 0.979037535532344 0.277237688303911 3.53140130954747 0.000413364082022063 0.0332014030680121 "NC_014931.1" "CYTB, petB" "K00412" "ubiquinol-cytochrome c reductase cytochrome b subunit" "M00151==M00152" "Cytochrome bc1 complex respiratory unit==Cytochrome bc1 complex" "ko00190==ko01100==ko02020==ko04260==ko04714==ko04932==ko05010==ko05012==ko05016" "Oxidative phosphorylation==Metabolic pathways==Two-component system==Cardiac muscle contraction==Thermogenesis==Non-alcoholic fatty liver disease (NAFLD)==Alzheimer disease==Parkinson disease==Huntington disease" "PF00033.18" "Cytochrome_B" "-" "NULL" "NULL" "NULL" "NULL" "COG1290" "QcrB" "Cytochrome b subunit of the bc complex" "Energy production and conversion" "KOG4663" "KOG4663" "Cytochrome b" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1244" "gene-VARPA_RS06395" 8247.36688423892 1.09550170292457 0.318864055277889 3.43563874570259 0.000591158673524599 0.0379982019033845 "NC_014931.1" "sspA, mglA" "K03599" "stringent starvation protein A" "NULL" "NULL" "NULL" "NULL" "PF02798.19" "GST_N" "-" "NULL" "NULL" "NULL" "NULL" "COG0625" "Gst" "Glutathione S-transferase" "Posttranslational modification, protein turnover, chaperones" "KOG0406" "KOG0406" "Glutathione S-transferase" "Posttranslational modification, protein turnover, chaperones" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1389" "gene-VARPA_RS07155" 972.260478935631 -1.04438322735425 0.303116179565274 -3.44548822452202 0.000570028802510103 0.0379982019033845 "NC_014931.1" "AXY8, FUC95A, afcA" "K15923" "alpha-L-fucosidase 2" "NULL" "NULL" "ko00511" "Other glycan degradation" "PF14498.5" "Glyco_hyd_65N_2" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1482" "gene-VARPA_RS07645" 11398.8890660824 0.301534094595707 0.0872595895957273 3.45559835879026 0.000549072819627553 0.0379982019033845 "NC_014931.1" "RP-L32, MRPL32, rpmF" "K02911" "large subunit ribosomal protein L32" "NULL" "NULL" "ko03010" "Ribosome" "PF01783.22" "Ribosomal_L32p" "-" "NULL" "NULL" "NULL" "NULL" "COG0333" "RpmF" "Ribosomal protein L32" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1547" "gene-VARPA_RS08005" 5582.12806182327 -0.402520102006948 0.11799971813858 -3.41119545331647 0.000646787097321296 0.0396003867031691 "NC_014931.1" "UbiH" "K00480" "salicylate hydroxylase" "NULL" "NULL" "ko00621==ko00624==ko00626==ko01100==ko01120==ko01220" "Dioxin degradation==Polycyclic aromatic hydrocarbon degradation==Naphthalene degradation==Metabolic pathways==Microbial metabolism in diverse environments==Degradation of aromatic compounds" "PF01494.18" "FAD_binding_3" "-" "NULL" "NULL" "NULL" "NULL" "COG0654" "UbiH" "2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases" "Coenzyme metabolism / Energy production and conversion" "KOG2614" "KOG2614" "Kynurenine 3-monooxygenase and related flavoprotein monooxygenases" "Energy production and conversion, General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1558" "gene-VARPA_RS08060" 7224.983103145 0.651799657934822 0.173063737791238 3.76624049759673 0.000165724163631567 0.0203887065650862 "NC_014931.1" "RP-S20, rpsT" "K02968" "small subunit ribosomal protein S20" "NULL" "NULL" "ko03010" "Ribosome" "PF01649.17" "Ribosomal_S20p" "-" "NULL" "NULL" "NULL" "NULL" "COG0268" "RpsT" "Ribosomal protein S20" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1574" "gene-VARPA_RS08140" 3108.49643778737 0.397580143795433 0.0816960909414392 4.86657487786561 1.13548915017268e-06 0.00171004666016006 "NC_014931.1" "K07220" "K07220" "uncharacterized protein" "NULL" "NULL" "NULL" "NULL" "PF01865.15" "PhoU_div" "-" "NULL" "NULL" "NULL" "NULL" "COG1392" "COG1392" "Phosphate transport regulator (distant homolog of PhoU)" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1578" "gene-VARPA_RS08160" 5967.5185903309 1.03131013748306 0.260095376908621 3.96512290891426 7.33581379351357e-05 0.0184131703416775 "NC_014931.1" "RP-S16, MRPS16, rpsP" "K02959" "small subunit ribosomal protein S16" "NULL" "NULL" "ko03010" "Ribosome" "PF00886.18" "Ribosomal_S16" "-" "NULL" "NULL" "NULL" "NULL" "COG0228" "RpsP" "Ribosomal protein S16" "Translation, ribosomal structure and biogenesis" "KOG3419" "KOG3419" "Mitochondrial/chloroplast ribosomal protein S16" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1644" "gene-VARPA_RS08510" 5748.44530064159 1.09007924629255 0.328853831319866 3.31478347665124 0.000917141348358395 0.045604078223351 "NC_014931.1" "COG0412" "K01061" "carboxymethylenebutenolidase" "NULL" "NULL" "ko00361==ko00364==ko00623==ko01100==ko01120" "Chlorocyclohexane and chlorobenzene degradation==Fluorobenzoate degradation==Toluene degradation==Metabolic pathways==Microbial metabolism in diverse environments" "PF01738.17" "DLH" "-" "NULL" "NULL" "NULL" "NULL" "COG0412" "COG0412" "Dienelactone hydrolase and related enzymes" "Secondary metabolites biosynthesis, transport, and catabolism" "KOG3043" "KOG3043" "Predicted hydrolase related to dienelactone hydrolase" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
